,query_string_n,count,amount,verif_match,audit_type,match_0_n,match_1_n,match_2_n,score_0_n,score_1_n,score_2_n,match_0_n_lev,match_1_n_lev,match_2_n_lev
2875,DR TAMKIN AND PARTNERS,104,7086593.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,6.0,5.0,7.0
2876,DR TANEJA AND PARTNERS,78,1572808.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,5.0,5.0,6.0
2877,DR TANG K M AND PARTNER,33,1080545.0,Named Doctor,1,K TANG LIMITED,TANG AND PARTNERS LIMITED,K M A PARTNERS LIMITED,17.074137,16.685673,15.723819,14.0,16.0,19.0
2878,DR TAPSFIELD AND PARTNERS,72,7164862.0,Named Doctor,1,ROBERT TAPSFIELD LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,15.861232999999999,13.374683,13.374683,15.0,8.0,6.0
2879,DR TASKER AND PARTNERS,14,552238.0,Named Doctor,1,TASKER AND PARTNERS LIMITED,TASKER AND TASKER LIMITED,DR A AZAM AND PARTNERS,17.392864000000003,15.533185999999999,13.374683,11.0,15.0,6.0
2880,DR TATE AND PARTNERS,65,3801384.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,5.0,4.0,5.0
2881,DR TATE L AND PARTNER,3,99206.0,Named Doctor,1,DR L FREEMAN AND PARTNERS,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,17.562044,13.374683,13.374683,9.0,7.0,6.0
2882,DR TAYLOR AND PARTNERS,140,8859496.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,6.0,5.0,6.0
2883,DR TAYLOR J G AND PARTNERS,64,4263994.0,Named Doctor,1,DR G LEES AND PARTNERS,G AND J TAYLOR LIMITED,DR J BARRELL AND PARTNERS,17.252281,16.63581,16.569315,9.0,20.0,9.0
2884,DR TC BLAND,7,318468.0,Named Doctor,1,DR BLANDS ALMSHOUSES,DR TC MAHANTYS PRACTICE,BLANDINGS LIMITED,18.824984,15.049646,12.961949,15.0,15.0,14.0
2885,DR TC MOHAN,51,1550704.0,Named Doctor,1,DR TC MAHANTYS PRACTICE,A MOHAN LIMITED,MOHAN ARDROSS,15.049646,13.949351,13.949351,13.0,13.0,12.0
2886,DR TEDBURY AND PARTNERS,116,10622986.0,Named Doctor,1,TEDBURY CRESCENT 1966 LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,14.099248999999999,13.374683,13.374683,22.0,7.0,7.0
2887,DR TELFER AND PARTNERS,217,10137742.0,Named Doctor,1,TELFER PARTNERS LIMITED,A TELFER LIMITED,TELFER LIMITED,18.320118,14.203311,14.203311,15.0,12.0,13.0
2888,DR TEMPEST AND PARTNERS,75,7699633.0,Named Doctor,1,TEMPEST PARTNERS LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,16.989017,13.374683,13.374683,15.0,7.0,5.0
2889,DR TF GUILDER,5,142751.0,Named Doctor,1,GUILDERS LIMITED,GUILDER PRODUCTIONS LIMITED,NIGEL GUILDER LIMITED,16.353813,14.310076,14.310076,14.0,20.0,13.0
2890,DR TF GUILDER TOTAL EASTCROFT,3,85289.0,Named Doctor,1,EASTCROFT LIMITED,GUILDERS LIMITED,EASTCROFT PARK SCHOOL,16.798363000000002,16.353813,14.699072,24.0,20.0,23.0
2891,DR TF GUILDER TOTAL ELYSIUM HEALTHCARE LIMITED,3,82173.0,Named Doctor,1,ELYSIUM HEALTHCARE,ELYSIUM HEALTHCARE LIMITED,GUILDERS LIMITED,19.251085,16.96591,16.491674,28.0,20.0,30.0
2892,DR TF GUILDER TOTAL EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,16,446760.0,Named Doctor,1,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,EPSOM AND ST HELIER NHS TRUST GENERAL FUND,THE EPSOM AND ST HELIER NHS TRUST CHARITABLE FUND,36.758453,27.258067999999998,27.258067999999998,20.0,43.0,39.0
2893,DR TF GUILDER TOTAL EPSOMEDICAL LIMITED,1,28237.0,Named Doctor,1,EPSOMEDICAL LIMITED,GUILDERS LIMITED,EPSOMEDICAL ACQUISITIONS LIMITED,17.646814000000003,16.491674,15.441491000000001,20.0,23.0,26.0
2894,DR TH BALLARD,170,3242658.0,Named Doctor,1,TH AND TH LIMITED,A BALLARD LIMITED,BALLARD CLOSE,13.601675,12.53922,12.53922,12.0,13.0,12.0
2895,DR TH KHOKHER AND PARTNERS,2,58187.0,Named Doctor,1,KHOKHER LIMITED,TH AND TH LIMITED,DR A AZAM AND PARTNERS,18.126503,13.601675,13.374683,16.0,20.0,9.0
2896,DR THAVAPALAN,55,1747015.0,Named Doctor,1,DR THAVAPALAN AND PARTNERS,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,23.344122,10.106287,9.319778,13.0,13.0,19.0
2897,DR THOMAS A,6,192336.0,Named Doctor,1,DR THOMAS,DR THOMAS GUMBRIELLE,DR THOMAS WALSH,16.734941,14.643576000000001,14.643576000000001,2.0,10.0,4.0
2898,DR THOMAS AND DR JOSEPH,9,262017.0,Named Doctor,1,DR JOSEPH,DR THOMAS,DR JOSEPH MARTIN,26.609274,25.286522,23.283913000000002,14.0,14.0,17.0
2899,DR THOMAS AND PARTNER,82,2399117.0,Named Doctor,1,DR THOMAS,DR THOMAS GUMBRIELLE,DR THOMAS WALSH,16.734941,14.643576000000001,14.643576000000001,12.0,10.0,10.0
2900,DR THOMAS C P AND PARTNERS,41,4164766.0,Named Doctor,1,DR PAL P AND PARTNER,DR THOMAS,C AND P PARTNERS LIMITED,17.243181,16.734941,15.698329999999999,8.0,17.0,21.0
2901,DR THOMAS MJ AND PARTNERS,73,5356684.0,Named Doctor,1,DR THOMAS,DR THOMAS GUMBRIELLE,DR THOMAS WALSH,16.734941,14.643576000000001,14.643576000000001,16.0,14.0,14.0
2902,DR THOMPSON A AND PARTNERS,45,2649438.0,Named Doctor,1,OLIVER THOMPSON AND PARTNERS,DR CK THOMPSONS PRACTICE,DR JCB THOMPSONS PRACTICE,14.281120000000001,14.109010999999999,14.109010999999999,7.0,15.0,16.0
2903,DR THOMPSON A J AND PARTNERS,103,7076477.0,Named Doctor,1,DR J BARRELL AND PARTNERS,DR J GREIG AND PARTNERS,DR J H ROBERTS AND PARTNERS,16.569315,16.569315,14.912701,12.0,12.0,11.0
2904,DR THOMPSON AND PARTNERS,104,3711948.0,Named Doctor,1,OLIVER THOMPSON AND PARTNERS,DR CK THOMPSONS PRACTICE,DR JCB THOMPSONS PRACTICE,14.281120000000001,14.109010999999999,14.109010999999999,5.0,13.0,14.0
2905,DR THOMSON AND PARTNERS,63,2207361.0,Named Doctor,1,THOMSON PARTNERS LIMITED,DR THOMSONS TOURS LIMITED,ARTHUR THOMSON AND PARTNERS LIMITED,15.224329000000001,14.947441,13.533097,15.0,13.0,13.0
2906,DR THOMSON AND PARTNERS APMS,79,1043556.0,Named Doctor,1,APM PARTNERS LIMITED,THOMSON PARTNERS LIMITED,DR THOMSONS TOURS LIMITED,16.523022,15.224329000000001,14.947441,19.0,13.0,15.0
2907,DR THORNILEY WALKER AND PARTNERS,81,2522664.0,Named Doctor,1,MAYOR THORNILEY LIMITED,DR WALKERS CHARITY,WALKER AND PARTNERS LIMITED,15.861232999999999,15.584852,13.993757,20.0,21.0,21.0
2908,DR THORNTON AND PARTNERS,52,4457035.0,Named Doctor,1,DR THORNTON AND PARTNERS,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,22.673885000000002,13.374683,13.374683,0.0,8.0,7.0
2909,DR THORPE AND PARTNERS,256,9917324.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,6.0,5.0,6.0
2910,DR TIBREWAL AND PARTNER,71,2835648.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,8.0,8.0,9.0
2911,DR TJ BERRIMAN,57,1894305.0,Named Doctor,1,DR TJ PROPERTIES LIMITED,BERRIMAN CARPETS LIMITED,BERRIMAN CATERING LIMITED,15.133524,13.461317999999999,13.461317999999999,14.0,19.0,19.0
2912,DR TK GHOSH AND DR R UKIL,27,1113332.0,Named Doctor,1,DR JOTINDRANATH GHOSH BEQUEST,DR A R LIMITED,DR AKHTAR R,24.702187,20.696285,20.696285,22.0,19.0,16.0
2913,DR TL ASHOKKUMAR,84,3757068.0,Named Doctor,1,TL,AQUILA TL LIMITED,CLARKE TL LIMITED,14.089323,10.567836,10.567836,14.0,15.0,15.0
2914,DR TL PHILLIPS,36,1250602.0,Named Doctor,1,DR DP DIGGLE AND DR RE PHILLIPS,DR PHILLIP JACOBS LIMITED,TL,14.397557999999998,14.391678,14.089323,18.0,17.0,12.0
2915,DR TM KHATTAK,4,131671.0,Named Doctor,1,DR TM LIMITED,KHATTAK LIMITED,DR TM HAMMOND AND PARTNERS,15.864996,15.383837,14.102594,6.0,12.0,18.0
2916,DR TOBIN T A AND PARTNERS,42,3838030.0,Named Doctor,1,DR T P FOX AND PARTNERS,ALEXANDRA TOBIN AND PARTNERS LIMITED,DR T KRISHNAMURTHY,15.741176999999999,15.729559,13.783732999999998,7.0,19.0,17.0
2917,DR TOLIA AND PARTNERS,62,4464135.0,Named Doctor,1,THEODOROS TOLIAS LIMITED,TOLIA EYECARE LIMITED,DR A AZAM AND PARTNERS,14.699072,14.699072,13.374683,18.0,16.0,5.0
2918,DR TOM NAUNTON MORGAN,2,53760.0,Named Doctor,1,TOM D MORGAN LIMITED,TOM MORGAN TRAINING LIMITED,NAUNTON IT LIMITED,14.61455,14.61455,14.267802,17.0,21.0,17.0
2919,DR TOOTH AND LANDAU,63,2472719.0,Named Doctor,1,LANDAU,LANDAU LIMITED,LANDAU LIMITED,16.02879,13.73959,13.73959,13.0,17.0,17.0
2920,DR TRAVIS AND PARTNERS,22,1597459.0,Named Doctor,1,TRAVIS TRAVIS LIMITED,TRAVIS PERKINS CAPITAL PARTNER LIMITED,TRAVIS PERKINS PANDH PARTNER LIMITED,15.063541,13.636757000000001,13.636757000000001,15.0,24.0,20.0
2921,DR TREHAN AND PARTNERS,49,2180344.0,Named Doctor,1,THE TREHANE TRUST,TREHAN LIMITED,A K TREHAN LIMITED,16.029503,16.029503,14.026295000000001,14.0,13.0,13.0
2922,DR TRIBLEY AND PARTNERS,255,8204448.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,7.0,6.0,6.0
2923,DR TRICKLEBANK B AND PARTNERS,64,4207441.0,Named Doctor,1,TRICKLEBANK LIMITED,ANN TRICKLEBANK LIMITED,TRICKLEBANK PROPERTY LIMITED,16.798363000000002,14.699072,14.699072,15.0,15.0,18.0
2924,DR TROMPETAS AND PARTNERS SOUTH CROYDON,62,4964530.0,Named Doctor,1,TROMPETA LIMITED,CAP CROYDON SOUTH,CAP CROYDON SOUTH,18.126503,14.992494,14.992494,27.0,29.0,29.0
2925,DR TROMPETAS AND PARTNERS WARLINGHAM,82,6120599.0,Named Doctor,1,TROMPETA LIMITED,WARLINGHAM SCHOOL,DR A AZAM AND PARTNERS,18.126503,13.617578,13.374683,25.0,31.0,19.0
2926,DR TROUNCE AND PARTNERS,37,3152165.0,Named Doctor,1,DEV TROUNCE LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,15.320858,13.374683,13.374683,12.0,7.0,7.0
2927,DR TRUEMAN AND PARTNERS,85,3200188.0,Named Doctor,1,TRUEMAN LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,13.875312,13.374683,13.374683,13.0,6.0,6.0
2928,DR TRZECIAK AND PARTNERS,2,0.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,7.0,7.0,7.0
2929,DR TUDOR V S AND PARTNERS,70,5926404.0,Named Doctor,1,DR S BRINKSMAN AND PARTNERS,V AND S PARTNERS LIMITED,DR G S RANDHAWA AND PARTNER,16.812948000000002,16.794007999999998,15.131975,10.0,20.0,12.0
2930,DR TUN AND PARTNERS,9,534601.0,Named Doctor,1,DR TUN AND PARTNERS,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,25.515997,13.374683,13.374683,0.0,6.0,5.0
2931,DR TURNER,16,627959.0,Named Doctor,1,DR MIREN TURNER LIMITED,DR R J TURNER LIMITED,TURNER AND TURNER LIMITED,14.178016,12.760486,11.435350999999999,14.0,12.0,17.0
2932,DR TV GANESAMURTHI,9,300265.0,Named Doctor,1,DR FOSTER TV LIMITED,DR AND DR LIMITED,A AND A TV LIMITED,14.008356,10.106287,9.458066,15.0,13.0,16.0
2933,DR TW ROBSON,1,36922.0,Named Doctor,1,TW,ROBSON AND ROBSON PROPERTIES LIMITED,JOSEPH ROBSON,12.949491499999999,12.410051,11.387133,10.0,28.0,6.0
2934,DR TWOMEY AND PARTNERS,68,3097204.0,Named Doctor,1,TWOMEY LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,15.22763,13.374683,13.374683,13.0,6.0,4.0
2935,DR TYERMAN AND PARTNERS,80,1498522.0,Named Doctor,1,WILL TYERMAN LIMITED,JOHN TYERMAN LIMITED,DR A AZAM AND PARTNERS,17.102184,14.964922,13.374683,14.0,14.0,6.0
2936,DR TYRRELL AND PARTNERS,24,985343.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,7.0,6.0,7.0
2937,DR U A PATHAK,54,2172563.0,Named Doctor,1,DR PATHAK ND,DR U AKBAR,PATHAKS LIMITED,20.873657,15.433382,15.303212,7.0,6.0,14.0
2938,DR U AKBAR,17,717080.0,Named Doctor,1,DR U AKBAR,DR USMAN AKBAR LIMITED,AKBAR LIMITED,27.553953000000003,17.425762,13.851607000000001,0.0,12.0,11.0
2939,DR U BUHARI,41,1406183.0,Named Doctor,1,DR U AKBAR,DR U K ROY,DR U NARENDRAN LIMITED,15.433382,13.718926999999999,13.718926999999999,4.0,6.0,15.0
2940,DR U I N UMEADI AND PARTNER,24,739890.0,Named Doctor,1,N U AND I LIMITED,DR I RASIB AND PARTNERS,DR N DUMPHY AND PARTNERS,18.848843,17.828506,17.730892,19.0,10.0,10.0
2941,DR U SULEMANQURESHI AND PARTNERS,3,98494.0,Named Doctor,1,DR U AKBAR,DR U K ROY,DR U NARENDRAN LIMITED,15.433382,13.718926999999999,13.718926999999999,24.0,25.0,20.0
2942,DR U UPADHYAYA,6,113742.0,Named Doctor,1,KJ UPADHYAYA LIMITED,DR U AKBAR,DR U K ROY,15.861232999999999,15.433382,13.718926999999999,12.0,7.0,8.0
2943,DR ULLIOTT AND PTRS,46,3266773.0,Named Doctor,1,DR INGRAM AND PTRS,ULLIOTT GROUNDWORKS LIMITED,JORDAN PTRS LIMITED,21.96968,15.861232999999999,14.486792999999999,7.0,18.0,17.0
2944,DR UNH SIRISENA,16,436993.0,Named Doctor,1,UNH LIMITED,U N H SIRISENA LIMITED,DR AND DR LIMITED,18.126503,12.689594,10.106287,8.0,12.0,10.0
2945,DR UNWIN AND PARTNERS,123,14554770.0,Named Doctor,1,UNWIN LIMITED,UNWINED LIMITED,DR A AZAM AND PARTNERS,13.489238,13.489238,13.374683,13.0,13.0,6.0
2946,DR UPMA SHAH,14,392631.0,Named Doctor,1,DR ARCHNA SHAH LIMITED,DR BJ SHAHS PRACTICE,DR DP SHAHS PRACTICE,15.206467000000002,15.206467000000002,15.206467000000002,13.0,14.0,13.0
2947,DR UPTON AND PARTNERS,4,107608.0,Named Doctor,1,DR KS UPTONS PRACTICE,DR MWM UPTON LIMITED,DR A AZAM AND PARTNERS,15.333632000000001,15.333632000000001,13.374683,13.0,14.0,6.0
2948,DR UPTON W S AND PARTNERS,13,836583.0,Named Doctor,1,DR S BRINKSMAN AND PARTNERS,UPTON W I,DR KS UPTONS PRACTICE,16.812948000000002,16.345762,15.333632000000001,10.0,17.0,16.0
2949,DR V ABROL,23,598107.0,Named Doctor,1,ABROL LIMITED,DR V AZIZ,ABROL CONSULTANTS LIMITED,16.555767000000003,14.94447,14.486792999999999,11.0,4.0,21.0
2950,DR V B RAJ AND PARTNER,82,3203679.0,Named Doctor,1,RAJ PARTNERS LIMITED,GRAPHITE CAPITAL PARTNERS V B,DR RAJ SADHRA LIMITED,15.734703,15.567155999999999,15.401119,17.0,18.0,15.0
2951,DR V BATHLA AND PARTNERS,88,9184749.0,Named Doctor,1,BATHLA PROPERTIES LIMITED,DR V AZIZ,V AND V PARTNERS LP,14.964922,14.94447,14.530531,20.0,18.0,14.0
2952,DR V BHALLA CAIRNGALL,9,435632.0,Named Doctor,1,CAIRNGALL FARMS,DR ZEENAT VISHAL BHALLA LIMITED,BHALLA LIMITED,17.102184,16.756168,15.383837,15.0,20.0,13.0
2953,DR V BRIDGER AND PARTNERS,119,5560506.0,Named Doctor,1,DR V AZIZ,V AND V PARTNERS LP,DR A AZAM AND PARTNERS,14.94447,14.530531,13.374683,19.0,15.0,8.0
2954,DR V GULATI AND DR M J HINDLE,8,239429.0,Named Doctor,1,DR V AZIZ,DR V J PAPPACHAN LIMITED,DR J M BAMFORD LIMITED,22.42736,22.15519,20.599266,22.0,20.0,20.0
2955,DR V K BAJAJ AND PARTNER,9,250390.0,Named Doctor,1,DR RINA BAJAJ LIMITED,K V A,DR V AZIZ,18.496067,15.704422000000001,14.94447,13.0,20.0,18.0
2956,DR V K MAHEEPATHI AND PTNR,50,2347458.0,Named Doctor,1,DR DC MATHUR AND PTNR,DR KUMAR AND PTNR SHOEBURY HC,DR KRISHNAN AND PTNR KENT ELMS HC,19.954142,17.95911,16.326748000000002,10.0,23.0,24.0
2957,DR V LABOR AND DR A A ZAHIR AHAMED,82,1933142.0,Named Doctor,1,DR V AZIZ,DR AND DR LIMITED,DR BHAT V PRACTICE,22.42736,20.212574,19.935963,26.0,21.0,24.0
2958,DR V LINGAM,5,72231.0,Named Doctor,1,LINGAM LIMITED,DR V AZIZ,LINGAM COURIER LIMITED,15.895039,14.94447,13.908635,11.0,6.0,18.0
2959,DR V P SHAH AND PARTNERS,60,3047584.0,Named Doctor,1,DR PAL P AND PARTNER,V SHAH LIMITED,DR V P SAMY LIMITED,17.243181,17.08551,16.775082,8.0,15.0,13.0
2960,DR V S IYER AND PARTNER,50,1494811.0,Named Doctor,1,DR S BRINKSMAN AND PARTNERS,V AND S PARTNERS LIMITED,IYER LIMITED,16.812948000000002,16.794007999999998,16.029503,10.0,19.0,16.0
2961,DR V S MANUDHANE AND PARTNER,38,1817088.0,Named Doctor,1,DR S BRINKSMAN AND PARTNERS,V AND S PARTNERS LIMITED,DR G S RANDHAWA AND PARTNER,16.812948000000002,16.794007999999998,15.131975,10.0,21.0,5.0
2962,DR V S R CHADALAVADA AND PARTNERS,73,3544899.0,Named Doctor,1,DR VSR CHADALAVADA,DR R KAPUR AND PARTNERS,R AND V PARTNERS LIMITED,23.344122,16.982843,16.963901999999997,15.0,14.0,25.0
2963,DR V SHARMA,81,2742526.0,Named Doctor,1,DR SHARMA,DR SHARMA AND PARTNERS,DR ASHISH SHARMA LIMITED,20.853985,18.24786,16.220753,2.0,15.0,14.0
2964,DR V TUN AND PARTNERS,76,2923029.0,Named Doctor,1,DR TUN AND PARTNERS,DR V AZIZ,V AND V PARTNERS LP,25.515997,14.94447,14.530531,2.0,15.0,12.0
2965,DR V V MANUDHANE AND PTRS,68,3186709.0,Named Doctor,1,DR V AZIZ,DR INGRAM AND PTRS,V V N V LIMITED,22.406052,21.96968,20.242878,19.0,11.0,18.0
2966,DR V YARRA AND PARTNER,9,117437.0,Named Doctor,1,DR V AZIZ,V AND V PARTNERS LP,DRS YARRA AND JOHN,14.94447,14.530531,13.802762,16.0,14.0,8.0
2967,DR VAKHARIA AND HEGDE,44,1701197.0,Named Doctor,1,DR AKK HEGDE,VAKHARIA MEDICAL LIMITED,VAKHARIAS RESTAURANTS LIMITED,22.447810999999998,14.964922,14.964922,10.0,15.0,19.0
2968,DR VAN DEN BOSCH AND PARTNER,22,632547.0,Named Doctor,1,VAN DEN BOSCH DESIGN LIMITED,VAN DEN BOSCH TRANSPORT LIMITED,CHARLES RIVER LABORATORIES DEN BOSCH BV,24.246399,24.246399,16.163109,15.0,15.0,32.0
2969,DR VAN DER LIJN AND PARTNERS,76,1888700.0,Named Doctor,1,DR VAN DER HOEK ENT,VAN DER AUWERA LIMITED,VAN DER BEEKDOORNBERG LIMITED,21.237629000000002,16.945229,16.945229,14.0,17.0,22.0
2970,DR VASUDAVEN B AND PARTNER,2,0.0,Named Doctor,1,DR B MODI,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,13.587525,13.374683,13.374683,20.0,10.0,10.0
2971,DR VB BHATT,25,824607.0,Named Doctor,1,DR BHATT LIMITED,DR N BHATT LIMITED,DR NJ BHATT AND DR HM BENN,20.433426,18.163528,17.483735999999997,11.0,10.0,17.0
2972,DR VE KUMARAN,107,2804470.0,Named Doctor,1,KUMARAN TRADERS LIMITED,KUMARAN UK LIMITED,S KUMARAN LIMITED,14.310076,14.310076,14.310076,18.0,14.0,13.0
2973,DR VELAYUDHAM,25,912256.0,Named Doctor,1,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,DR DEGUN AND DR MACAULAY,10.106287,9.319778,9.319778,13.0,16.0,17.0
2974,DR VENABLES AND PARTNERS,45,3299451.0,Named Doctor,1,VENABLES SHERROTT LOCKHART AND PARTNERS LIMITED,DR PAUL VENABLES CONSULTANT CARDIOLOGIST LIMITED,RICHARD VENABLES,14.593292000000002,14.424095999999999,14.112599,29.0,30.0,18.0
2975,DR VENUGOPAL J AND PARTNER,1,29334.0,Named Doctor,1,DR J BARRELL AND PARTNERS,DR J GREIG AND PARTNERS,DR J H ROBERTS AND PARTNERS,16.569315,16.569315,14.912701,11.0,11.0,11.0
2976,DR VERGHESE AND PARTNERS,77,4288031.0,Named Doctor,1,VERGHESE ORTHOPAEDICS LIMITED,VERGHESE SPINE LIMITED,DR A AZAM AND PARTNERS,15.320858,15.320858,13.374683,20.0,14.0,8.0
2977,DR VERONICA M WILKIE AND PARTNERS,40,4757418.0,Named Doctor,1,VERONICA M PAGE LIMITED,DR S M CHEN AND PARTNER,DR A AZAM AND PARTNERS,15.269786999999999,15.113888000000001,13.374683,18.0,15.0,15.0
2978,DR VICTORIA MUIRS PRACTICE,60,2680345.0,Named Doctor,1,DR VICTORIA MUIRS PRACTICE,VICTORIA PRACTICE,VICTORIA AND MAPPERLEY PRACTICE,29.436515999999997,17.2894,15.128742,0.0,9.0,14.0
2979,DR VIJAYAN AND PARTNERS,290,13109822.0,Named Doctor,1,GPSIKP VIJAYAN,VIJAYAN ADVANCE LIMITED,VIJAYAN STORES LIMITED,16.798363000000002,14.699072,14.699072,19.0,15.0,16.0
2980,DR VIJAYKUMAR,78,3733519.0,Named Doctor,1,VIJAYKUMAR TRADING LIMITED,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,15.861232999999999,10.106287,9.319778,19.0,13.0,19.0
2981,DR VINAYAK AND PARTNER,57,917317.0,Named Doctor,1,VINAYAK LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,14.749726999999998,13.374683,13.374683,12.0,6.0,8.0
2982,DR VINOD KUMAR AND PARTNER,55,2129726.0,Named Doctor,1,DR AP KUMAR,DR KUMAR LIMITED,DR KUMAR AND PARTNER STUDFALL MEDICAL CTR,18.008963,18.008963,17.383503,17.0,15.0,27.0
2983,DR VINOD KUMAR FARNBOROUGH,1,33769.0,Named Doctor,1,DR AP KUMAR,DR KUMAR LIMITED,DR KUMAR ECOEXPERT LIMITED,18.008963,18.008963,16.008392,17.0,17.0,22.0
2984,DR VIRJI AND BEGLEY,57,2249869.0,Named Doctor,1,KATHRYN VIRJI LIMITED,VIRJI HOTELS LIMITED,VIRJI NOMINEES LIMITED,14.699072,14.699072,14.699072,15.0,15.0,16.0
2985,DR VISWESVARIAH AND PARTNERS,42,1323737.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,10.0,11.0,9.0
2986,DR VIVERS AND PARTNERS,49,3095232.0,Named Doctor,1,VIVERE LIMITED,VIVERS LIMITED,DR A AZAM AND PARTNERS,14.203311,14.203311,13.374683,14.0,13.0,6.0
2987,DR VJ DAMBROGIO AND PARTNER,5,96178.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,11.0,12.0,12.0
2988,DR VK AND S UBEROY,52,1696353.0,Named Doctor,1,DR UBEROY,DR DEWAN VK,PBC UBEROY DERMATOLOGY,26.060534,18.337059,15.320858,9.0,12.0,18.0
2989,DR VK PALTA,14,397213.0,Named Doctor,1,DR DEWAN VK,VK LIMITED,ANGELS VK LIMITED,18.337059,12.40434,10.854169,8.0,9.0,12.0
2990,DR VK RAJPUT,8,90227.0,Named Doctor,1,DR DEWAN VK,MANGRAL RAJPUT LIMITED,RAJPUT AGENCY LIMITED,18.337059,12.746474000000001,12.746474000000001,8.0,15.0,19.0
2991,DR VK SINGH,3,138203.0,Named Doctor,1,DR DEWAN VK,DR SINGH LIMITED,DR SINGH M,18.337059,16.30461,16.30461,8.0,11.0,5.0
2992,DR VK WINAYAK,102,2387852.0,Named Doctor,1,DR DEWAN VK,VK LIMITED,ANGELS VK LIMITED,18.337059,12.40434,10.854169,7.0,9.0,12.0
2993,DR VO DIAS,8,199549.0,Named Doctor,1,DIA,DIAS LIMITED,ETHOS VO LIMITED,14.816089000000002,12.700084,12.607541000000001,7.0,10.0,11.0
2994,DR VVL RAO,1,29922.0,Named Doctor,1,DR HS RAOS PRACTICE,DR S RAO LIMITED,DR SANJEET RAO LIMITED,17.091283999999998,17.091283999999998,17.091283999999998,13.0,11.0,15.0
2995,DR VYAS AND PNTERS,56,3042868.0,Named Doctor,1,DR DEEPAN VYAS LIMITED,VYAS LIMITED,ASHFORD VYAS LIMITED,17.606379,14.083815,12.323758999999999,15.0,11.0,14.0
2996,DR W B HENDERSON AND PARTNERS,144,10765175.0,Named Doctor,1,DR JL HENDERSON AND PARTNERS,B B HENDERSON LIMITED,B HENDERSON LIMITED,20.074920000000002,15.789191,15.313638000000001,3.0,14.0,15.0
2997,DR W CANDLISH AND PTR,19,649796.0,Named Doctor,1,CANDLISH LIMITED,CANDLISH MCCLEERY LIMITED,PTR LIMITED,17.102184,14.964922,13.783159,12.0,19.0,17.0
2998,DR W COOPER AND PTRS,71,4059529.0,Named Doctor,1,DR INGRAM AND PTRS,JORDAN PTRS LIMITED,PTRS HOLDINGS LIMITED,21.96968,14.486792999999999,14.486792999999999,8.0,17.0,18.0
2999,DR W G H DOWLEY AND PARTNERS,133,8725073.0,Named Doctor,1,DR G LEES AND PARTNERS,G H W LIMITED,W G H LIMITED,17.252281,16.845660000000002,16.845660000000002,9.0,20.0,19.0
3000,DR W H BARCLAY AND PARTNERS,64,4865903.0,Named Doctor,1,DR W H HINGLEY BEQUEST,DR H P BORSE AND PARTNER,DR J H ROBERTS AND PARTNERS,16.320889,15.771278,15.771278,16.0,8.0,8.0
